aktywny,nazwa ,kategoria,cenaBrutto,mark,ilosc,podsumowanie,opis,meta_tytul,adres_Zdjecia_url,tekst_alternatywny_dla_zdjec
1,"NUK, termometr dziecięcy bezdotykowy Flash",Dla dzieci i niemowląt;urządzenia medyczne,109.99,BABY LAND,300,<span>Artykuł dziecięcy</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">NUK, termometr dziecięcy bezdotykowy Flash - opis produktu</h2>

			
		<p>
			Sen jest często najlepszym lekarstwem! Dotyczy to także dzieci i niemowląt. Kiedy trzeba regularnie sprawdzać temperaturę dziecku, w nocy gdy dziecko śpi rodzice starają się to robić jak najdelikatniej, starając się nie obudzić dziecka. Dzięki termometrowi NUK Flash nie stanowi to problemu, ponieważ pomiar zajmuje tylko sekundę i nie wymaga dotykania czoła dziecka.<br>
			<br>
			Termometr dziecięcy NUK Flash posiada czujnik na podczerwień. Mierzenie temperatury odbywa się bezdotykowo - końcówkę pomiarową trzyma się w odległości ok. 3 cm od czoła. Wynik pomiaru pojawia się jest na cyfrowym wyświetlaczu w ciągu 1 sekundy. W przypadku podwyższonej temperatury włącza się dźwiękowy sygnał ostrzegawczy. W porównaniu z innymi metodami mierzenie bezdotykowe jest szczególnie higieniczne.<br>
			<br>
			Termometr może służyć także do mierzenia temperatury powierzchni np. wody w wannie czy dziecięcego posiłku. Można nim także mierzyć temperaturę w pokoju dziecka. Dzięki funkcji pamięci, która umożliwia zapamiętaniu 25 pomiarów, łatwo jest śledzić, jak zmieniała się temperatura dziecka przez dłuższy czas. W trybie cichym wyłączone są wszystkie dźwięki urządzenia. Termometr występuje w zestawie z baterią (CR 2032), więc jest gotowy do bezpośredniego użytku.<br>
			<br>
			<strong>Specyfikacja produktu:</strong><br>
			- bezdotykowy, higieniczny pomiar temperatury,<br>
			- pomiar temperatury: na czole, w pomieszczeniu, powierzchni przedmiotów,<br>
			- szybki i dokładny pomiar w ciągu 1 sekundy,<br>
			- dźwiękowy sygnał ostrzegawczy o podwyższonej temperaturze,<br>
			- pamięć 25 pomiarów,<br>
			- tryb cichy,<br>
			- zasilanie: 1 bateria CR2032.<br>
			<br>
			<strong>Opakowanie zawiera:</strong><br>
			- termometr dziecięcy NUK Flash,<br>
			- 1 baterię CR 2032.</p>
	
			

		</div>","NUK, termometr dziecięcy bezdotykowy Flash",https://www.aptekagemini.pl/product/image/124990/1517299591apteka_internetowa_gemini_nuk_termometr_dzieci-cy_bezdotykowy_flash.jpg,"NUK, termometr dziecięcy bezdotykowy Flash"
1,"ALFA Scaling, płyn po zabiegach chirurgicznych, 500ml",Higiena jamy ustnej;problemy stomatologiczne,30.99,ATOS,300,<span>Kosmetyk</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">ALFA Scaling, płyn po zabiegach chirurgicznych, 500ml - opis produktu</h2>

			
<div>Specjalistyczna płukanka po zabiegach skalingu i kiretażu. Zapobiega krwawieniu, łagodzi ból, zdecydowanie podnosi komfort pacjenta, skraca czas gojenia, pozostawia przyjemny smak w ustach. </div>
<div> </div>
<div><strong>Wskazania</strong>: specjalistyczny płyn do płukania jamy ustnej. </div>
<div> </div>
<div><strong>Sposób uzycia</strong>: sastosować się do wskazówek lekarza. Po zabiegu skalingu, lub kiretażu wypłukać delikatnie 2 – 3 razy niewielką ilością płynu. Nie rozcieńczać.</div>
<div> </div>
<div><strong>Główne składniki:</strong> siemię lniane, szałwia, rumianek, arnika oraz tasznik, pięciornik i krwawnik.</div>
			

		</div>","ALFA Scaling, płyn po zabiegach chirurgicznych, 500ml",https://www.aptekagemini.pl/product/image/212613/apteka_internetowa_gemini_alfa_scaling_p-yn_po_zabiegach_chirurgicznych_500ml.jpg,"ALFA Scaling, płyn po zabiegach chirurgicznych, 500ml"
1,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania, 1L",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,12.69,POLLENA AROMA,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">BIAŁY JELEŃ, Hipoalergiczny płyn do prania, 1L - opis produktu</h2>

			
<div>Hipoalergiczny płyn do prania tkanin Biały Jeleń uniwersalny dla osób o skórze wrażliwej ze skłonnością do alergii. To produkt do prania tkanin białych i kolorowych w temperaturach 30°C, 40°C, 60°C i 95°C w pralkach automatycznych oraz do prania ręcznego. Aktywne składniki płynu efektywnie usuwają plamy z tkanin bawełnianych, lnianych i syntetycznych.</div>
<div> </div>
<div><strong>Wskazania:</strong> tkaniny białe i kolorowe.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> podczas prania należy przestrzegać instrukcji podanych przez producentów odzieży. Nie nadaje się do prania wełny i jedwabiu. </div>
<div> </div>
<div><strong>Główne składniki:</strong> anionowe środki powierzchniowo czynne; amfoteryczne środki powierzchniowo czynne, mydło, fosfoniany, kompozycja zapachowa, enzymy, 2-Bromo-2-nitropropane-1,3-diol, Octylisothiazolinone.<br><br>Płyn przebadany dermatologicznie.</div>
			

		</div>","BIAŁY JELEŃ, Hipoalergiczny płyn do prania, 1L",https://www.aptekagemini.pl/product/image/96775/apteka_internetowa_gemini_bia-y_jele-_hipoalergiczny_p-yn_do_prania_1l.jpg,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania, 1L"
1,"ACTIVLAB Thermo Shape Man, 120 kapsułek",Dla sportowców;inne,29.90,ACTIVLAB,300,<span>Suplement diety</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">ACTIVLAB Thermo Shape Man, 120 kapsułek - opis produktu</h2>

			<p>Thermo Shape Man to suplement diety stworzony dla mężczyzn. Do stosowania w okresie budowania masy mięśniowej, jak również kształtowania rzeźby.</p>
<p><strong>Zastosowanie:</strong> suplementacja diety w składniki aktywne produktu.</p>
<p><strong>Zalecane spożycie:</strong> 3 kapsułki; przyjmować pomiędzy posiłkami lub przed treningiem.</p>
<p><strong>Składniki:</strong> D-asparaginian sodu, L-tyrozyna, otoczka (żelatyna, barwnik: dwutlenek tytanu), ekstrakt z owoców gorzkiej pomarańczy (Citrus aurantium), kofeina bezwodna, substancja przeciwzbrylająca: sole magnezowe kwasów tłuszczowych, diglicynian cynku, D-pantotenian wapnia, chlorowodorek pirydoksyny, cholekalcyferol.</p>
<p>3 kapsułki zawierają: D-asparaginian sodu 1500mg (w tym kwas D-asparaginowy 1150mg), L-tyrozyna 500mg, ekstrakt z owoców gorzkiej pomarańczy 300mg, kofeina 200mg, cynk 30mg (300%) *, kwas pantotenowy (B5) 18mg (300%) *, witamina B6 4,2mg (300%) *, witamina D 15µg (300%) *.</p>
<p>*RWS — Referencyjna wartość spożycia.</p>
<p><strong>Ważne wskazówki:</strong><br>Nie należy przekraczać zalecanej dziennej porcji.<br>Zrównoważony sposób żywienia i prawidłowy tryb życia jest ważny dla funkcjonowania organizmu człowieka.<br>Suplement diety nie może być stosowany jako substytut (zamiennik) zróżnicowanej diety.<br>Suplementy diety powinny być przechowywane w sposób niedostępny dla małych dzieci, w temperaturze pokojowej i w suchym miejscu.<br>Może zawierać pochodne zbóż zawierających gluten, soi, mleka.</p>
<p><strong>Producent:</strong><br>Regis Sp.z o.o.,<br>ul. W.Sławka 3a,<br>30-633 Kraków</p>
			

		</div>","ACTIVLAB Thermo Shape Man, 120 kapsułek",https://www.aptekagemini.pl/product/image/211066/1497933208apteka_internetowa_gemini_activlab_thermo_shape_man_120_kapsu-ek.jpg,"ACTIVLAB Thermo Shape Man, 120 kapsułek"
1,"Vitella Versi, żel do przebarwień w następstwie łupieżu pstrego, 100ml",Dermokosmetyki do ciała;odbarwienia skóry,32.93,BENEMEDO,300,<span>Dermokosmetyk</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Vitella Versi, żel do przebarwień w następstwie łupieżu pstrego, 100ml - opis produktu</h2>

			
		<p>
			Objawy łupieżu pstrego w formie jasnych lub ciemnych plam na skórze, powstają na skutek zakażenia drożdżakiem Malassezia furfur.<br>
			<br>
			Vitella Versi zawiera octopirox (pirokton olaminy) i ichtiol jasny. Octopirox, działając przeciwgrzybiczo, usuwa przyczynę przebarwień. Ichtiol jasny zmniejsza nadmierne wytwarzanie sebum przez skórę i ma właściwości przeciwzapalne. Dzięki regularnemu stosowaniu żelu Vitella Versi ciemne przebarwienia bledną a jasne znikają w wyniku działania słońca.<br>
			<br>
			<strong>Wskazania</strong>: przebarwienia powstałe w następstwie łupieżu pstrego wywołanego przez drożdżaki Malassezia furfur; dla dorosłych i dzieci powyżej 10. roku życia.<br>
			<br>
			<strong>Sposób użycia: </strong>stosować codziennie na zmienione powierzchnie ciała. Wmasowywać delikatnie w skórę przez 1-2 minuty. Przed zastosowaniem produktu zaleca się użycie żelu pod prysznic Mediket Versi. Vitella Versi należy stosować przez 3-4 tygodnie. Przez kolejne 4-5 tygodni myć skórę ciała i głowy produktem Mediket Versi.<br>
			<br>
			<strong>Składniki aktywne:</strong> octopirox (pirokton olaminy), ichtiol jasny.<br>
			<br>
			Nie zawiera parabenów.</p>
	
			

		</div>","Vitella Versi, żel do przebarwień w następstwie łupieżu pstrego, 100ml",https://www.aptekagemini.pl/product/image/202495/1520063970apteka_internetowa_gemini_vitella_versi_-el_do_przebarwie-_w_nast-pstwie_-upie-u_pstrego_100ml.jpg,"Vitella Versi, żel do przebarwień w następstwie łupieżu pstrego, 100ml"
1,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania tkanin delikatnych, 1L",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,12.69,POLLENA AROMA,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">BIAŁY JELEŃ, Hipoalergiczny płyn do prania tkanin delikatnych, 1L - opis produktu</h2>

			
<div>Płyn do prania tkanin delikatnych BIAŁY JELEŃ hipoalergiczny przeznaczony jest do prania ubrań z wełny, puchu, jedwabiu, lnu i kaszmiru, wymagających szczególnej ochrony i pielęgnacji. Specjalnie opracowana formuła płynu nie powoduje deformacji i kurczenia się tkanin. Może być stosowany w temperaturach 30ºC i 40ºC w pralkach automatycznych oraz do prania ręcznego. Zawarte w płynie płatki mydlane skutecznie usuwają zabrudzenia, jednocześnie zapewniając ochronę delikatnych włókien. System ochrony koloru zapobiega blaknięciu tkanin kolorowych, a białe tkaniny zabezpiecza przed szarzeniem. Płyn powstał z myślą o osobach ze skórą wrażliwą i skłonną do alergii. </div>
<div> </div>
<div><strong>Wskazania: </strong>pranie tkanin delikatnych, ochrona koloru.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> pranie ręczne, pranie w pralnach automatycznych w temperaturze 30, 40 stopni Celsjusza. </div>
<div> </div>
<div><strong>Główne składniki: </strong>płatki mydlane. <br><br>Płyn przebadany dermatologicznie.</div>
			

		</div>","BIAŁY JELEŃ, Hipoalergiczny płyn do prania tkanin delikatnych, 1L",https://www.aptekagemini.pl/product/image/183139/apteka_internetowa_gemini_bia-y_jele-_hipoalergiczny_p-yn_do_prania_tkanin_delikatnych_1l.jpg,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania tkanin delikatnych, 1L"
1,"BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 500ml",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,4.98,POLLENA AROMA,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 500ml - opis produktu</h2>

			<div>Hipoalergiczny balsam do mycia naczyń Biały Jeleń posiada doskonałe własności myjące i daje kryształowy efekt błyszczących naczyń. To również specjalnie opracowana formuła, która dba o wrażliwą skórę rąk przy codziennym myciu naczyń. Produkt przebadany dermatologicznie. Zawiera ekstrakt z rumianku, który wykazuje działanie łagodzące i alantoinę wspomagającą regenerację uszkodzonego naskórka.  Balsam zawiera zmniejszoną ilość kompozycji zapachowej. Produkt jest biodegradowalny, bez sztucznych barwników. Posiada pozytywne wyniki badań dermatologicznych. <br><br><strong>Wskazania</strong>: hipoalergiczny balsam do mycia naczyń.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> nanieść 1-3 krople balsamu na gąbkę do mycia naczyń. Odpowiednio do rodzaju i stopnia zabrudzenia dostosować dawkę balsamu.</div>
<div> </div>
<div><strong>Główne składniki:</strong> 5-15% anionowe środki powierzchniowo czynne, &lt;5% amfoteryczne środki powierzchniowo czynne, ekstrakt z rumianku, alantoina. </div>
			

		</div>","BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 500ml",https://www.aptekagemini.pl/product/image/96691/1501697938apteka_internetowa_gemini_bia-y_jele-_hipoalergiczny_balsam_do_mycia_naczy-_z_rumiankiem_i_alantoin-_500ml.jpg,"BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 500ml"
1,"BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 1L",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,8.89,POLLENA AROMA,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 1L - opis produktu</h2>

			
<div><span>Hipoalergiczny balsam do mycia naczyń Biały Jeleń posiada doskonałe własności myjące i daje kryształowy efekt błyszczących naczyń. To również specjalnie opracowana formuła, która dba o wrażliwą skórę rąk przy codziennym myciu naczyń. Produkt przebadany dermatologicznie. Zawiera ekstrakt z rumianku, który wykazuje działanie łagodzące i alantoinę wspomagającą regenerację uszkodzonego naskórka.  Balsam zawiera zmniejszoną ilość kompozycji zapachowej. Produkt jest biodegradowalny, bez sztucznych barwników. Posiada pozytywne wyniko badań dermatologicznych. </span><br><strong> </strong></div>
<div>
<div><strong>Wskazania:</strong> hipoalergiczny balsam do mycia naczyń.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> nanieść 1-3 krople balsamu na gąbkę do mycia naczyń. Odpowiednio do rodzaju i stopnia zabrudzenia dostosować dawkę balsamu.</div>
<div> </div>
<div><span><strong>Główne składniki</strong>:</span> 5-15% anionowe środki powierzchniowo czynne, &lt;5% amfoteryczne środki powierzchniowo czynne, ekstrakt z rumianku, alantoina. </div>
</div>
			

		</div>","BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 1L",https://www.aptekagemini.pl/product/image/173641/1522342738apteka_internetowa_gemini_bia-y_jele-_hipoalergiczny_balsam_do_mycia_naczy-_z_rumiankiem_i_alantoin-_1l.jpg,"BIAŁY JELEŃ, Hipoalergiczny balsam do mycia naczyń z rumiankiem i alantoiną, 1L"
1,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania, Hypocare, 1L",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,12.69,POLLENA AROMA,300,<span>Bez recepty</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">BIAŁY JELEŃ, Hipoalergiczny płyn do prania, Hypocare, 1L - opis produktu</h2>

			
<div>Biały Jeleń HYPOCARE to hipoalergiczny płyn do prania tkanin białych i kolorowych w temperaturach 30°C, 40°C, 60°C i 95°C w pralkach automatycznych oraz do prania ręcznego. Powstał z myślą o osobach z różnego rodzaju alergiami i problemami skórnymi. Aktywne składniki płynu efektywnie usuwają plamy z tkanin bawełnianych, lnianych i syntetycznych. Płyn do prania Biały Jeleń dzięki zawartości naturalnego mydła jest łagodny dla skóry i tkanin.</div>
<div> </div>
<div><strong>Wskazania:</strong> białe i kolorowe tkaniny, skóra alergiczna.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> podczas prania należy przestrzegać instrukcji podanych przez producentów odzieży. Nie nadaje się do prania wełny i jedwabiu.</div>
<div> </div>
<div><strong>Główne składniki:</strong> anionowe środki powierzchniowo czynne, amfoteryczne środki powierzchniowo czynne, mydło, fosfoniany, kompozycja zapachowa, enzymy, 2-Bromo-2-nitropropane-1,3-diol, Octylisothiazolinone.<br><br> Płyn przebadany dermatologicznie.<br><br>
<h5><span> </span></h5>
</div>
			

		</div>","BIAŁY JELEŃ, Hipoalergiczny płyn do prania, Hypocare, 1L",https://www.aptekagemini.pl/product/image/178723/apteka_internetowa_gemini_bia-y_jele-_hipoalergiczny_p-yn_do_prania_hypocare_1l.jpg,"BIAŁY JELEŃ, Hipoalergiczny płyn do prania, Hypocare, 1L"
1,"Plastry MATOPAT, Happy, 19mmx76mm, 100 sztuk",Higiena dzieci;plastry dla dzieci,20.79,TZMO,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Plastry MATOPAT, Happy, 19mmx76mm, 100 sztuk - opis produktu</h2>

			
		<div>
			 </div>
		<div>
			Kolorowe plastry Happy z opatrunkiem - chronią przed wodą i zabrudzeniem.</div>
		<div>
			 </div>
		<div>
			Kolorowe wzory plastrów przyciągają wzrok osób w każdym wieku. Elastyczne, mikroporowate podłoże plastra chroni ranę przed wodą i zanieczyszczeniami i jednocześnie pozwala skórze oddychać.</div>
		<div>
			 </div>
		<div>
			<div>
				<strong>Wskazania:</strong> do opatrywania skaleczeń.</div>
			<div>
				 </div>
			<div>
				<strong>Sposób użycia: </strong>stosować na czystą i osuszoną skórę. Opatrunek należy zmieniać codziennie. Plaster jednorazowego użytku.</div>
			<div>
				 </div>
			<div>
				100 sztuk w opakowaniu.</div>
		</div>
		<p>
			 </p>
	
			

		</div>","Plastry MATOPAT, Happy, 19mmx76mm, 100 sztuk",https://www.aptekagemini.pl/product/image/85096/1504861998apteka_internetowa_gemini_plastry_matopat_happy_19mmx76mm_100_sztuk.jpg,"Plastry MATOPAT, Happy, 19mmx76mm, 100 sztuk"
1,"Plastry DERMAPLAST, Kids, odporne na brud, wodoodporne, 2 rodzaje, 20 sztuk",Higiena dzieci;plastry dla dzieci,4.39,HARTMANN,300,<span>Materiał opatrunkowy</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Plastry DERMAPLAST, Kids, odporne na brud, wodoodporne, 2 rodzaje, 20 sztuk - opis produktu</h2>

			
		<div>
			Plastry dla dzieci z motywem zabawnych cyferek, wykonane z wytrzymałej foli polietylonowej odpornej na wodę i bród. Oddychające i przyjazne dla skóry, dzięki hypoalergicznemu klejowi odrywają się bezboleśnie i nie pozostawiają śladów na skórze. Opatrunek o doskonałych właściwościach wchłaniających nie przykleja się do rany.</div>
		<div>
			 </div>
		<div>
			<div>
				<strong>Zastosowanie: </strong>do opatrywania skaleczeń.</div>
			<div>
				 </div>
			<div>
				<strong>Sposób użycia: </strong>stosować na czystą i osuszoną skórę. Opatrunek należy zmieniać codziennie. Plaster jednorazowego użytku.</div>
		</div>
		<div>
			 </div>
		<div>
			<strong>Rozmiary plastrów:</strong> 16 x 57 mm x 10 sztuk, 19 x 72 mm x 10 sztuk.</div>
		<div>
			 </div>
	
			

		</div>","Plastry DERMAPLAST, Kids, odporne na brud, wodoodporne, 2 rodzaje, 20 sztuk",https://www.aptekagemini.pl/product/image/223945/1522161682apteka_internetowa_gemini_plastry_dermaplast_kids_odporne_na_brud_wodoodporne_2_rodzaje_20_sztuk.jpg,"Plastry DERMAPLAST, Kids, odporne na brud, wodoodporne, 2 rodzaje, 20 sztuk"
1,"Plastry ApteoCare, dla dzieci motylki i sówki, 10 sztuk",Higiena dzieci;plastry dla dzieci,5.88,APTEO,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Plastry ApteoCare, dla dzieci motylki i sówki, 10 sztuk - opis produktu</h2>

			
		<p>
			Kolorowe plasterki z opatrunkiem na folii z mikroperforacją, pozwalającą  oddychać zranionej skórze. Plastry przeznaczone są do opatrywania skaleczeń, jako bariera mechaniczna.<br>
			<br>
			<strong>Zastosowanie: </strong>do opatrywania skaleczeń.<br>
			<br>
			<strong>Sposób użycia: </strong>stosować na czystą i osuszoną skórę. Opatrunek należy zmieniać codziennie. Plaster jednorazowego użytku.</p>
	
			

		</div>","Plastry ApteoCare, dla dzieci motylki i sówki, 10 sztuk",https://www.aptekagemini.pl/product/image/104602/30531.jpg,"Plastry ApteoCare, dla dzieci motylki i sówki, 10 sztuk"
1,"Plaster VISCOPLAST Trolle, hipoalergiczne, 72mmx 25mm, 10 sztuk",Higiena dzieci;plastry dla dzieci,6.48,3M,300,<span>Materiał opatrunkowy</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Plaster VISCOPLAST Trolle, hipoalergiczne, 72mmx 25mm, 10 sztuk - opis produktu</h2>

			
<p>Delikatne i oddychające plastry Trolle. Miękkie i ultralekkie, dopasowują się do ciała, pozwalają skórze oddychać. Są hipoalergiczne i zawierają bezpieczne barwniki, nie przywierają do rany.</p>
<div><strong>Opakowanie zawiera:</strong> 10 sztuk plastrów,</div>
<div> </div>
<div><strong>Wymiary:</strong> 72 × 25mm.</div>
<div> </div>
<div>Opakowanie zawiera 10 losowo wybranych grafik.<span style=""color: #ff0000;""><span><span><br></span></span></span></div>
			

		</div>","Plaster VISCOPLAST Trolle, hipoalergiczne, 72mmx 25mm, 10 sztuk",https://www.aptekagemini.pl/product/image/208202/1524896184apteka_internetowa_gemini_plaster_viscoplast_trolle_hipoalergiczne_72mmx_25mm_10_sztuk.jpg,"Plaster VISCOPLAST Trolle, hipoalergiczne, 72mmx 25mm, 10 sztuk"
1,"Almacabio Baby, płyn do prania ubranek dziecięcych, 1L",Artykuły higieniczne;hipoalergiczne produkty do prania i czyszczenia,24.89,BIOPLANET,300,<span>Kosmetyk</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Almacabio Baby, płyn do prania ubranek dziecięcych, 1L - opis produktu</h2>

			
<div>Skuteczny w usuwaniu tłuszczu, żywności oraz kombinacji plam. Nadaje się również do wysokiej jakości tkanin kolorowych. Pozostawia ubrania niezwykle miękkie. Zawiera glicerynę roślinną oraz odżywcze białko ryżu. Fizjologiczne ph (5,5). Nie zawiera fosforanów oraz składników pochodzenia zwierzęcego.</div>
<div> </div>
<div><strong>Wskazania</strong>: płyn do prania ubranek dziecięcych.</div>
<div> </div>
<div><strong>Sposób użycia:</strong> pralka: jedna nakrętka bezpośrednio do pralki na 2-3 kg suchego prania. Pranie ręczne: jedna nakrętka na 5 litrów wody.</div>
<div> </div>
<div><strong>Główne składniki:</strong> betaina, linalol.<br><br>Nie zawiera enzymów fosforu, fosforanów oraz składników pochodzenia zwierzęcego.</div>
<div> </div>
			

		</div>","Almacabio Baby, płyn do prania ubranek dziecięcych, 1L",https://www.aptekagemini.pl/product/image/227850/apteka_internetowa_gemini_almacabio_baby_p-yn_do_prania_ubranek_dzieci-cych_1l.jpg,"Almacabio Baby, płyn do prania ubranek dziecięcych, 1L"
1,"Plaster MATOPAT, Happy Tattoo, 12 sztuk",Higiena dzieci;plastry dla dzieci,7.89,TZMO,300,<span>Wyrób medyczny inny</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">Plaster MATOPAT, Happy Tattoo, 12 sztuk - opis produktu</h2>

			
		<p>
			Kolorowe plastry z opatrunkiem dla dzieci dające na skórze efekt tatuażu. Transparentny kolor podłoża oraz centralnie umieszczony opatrunek umożliwiają obserwację skóry wokół rany. Wodoodporne, szczelnie przylegają do skóry wokół rany chroniąc ja przed wodą i innymi zabrudzeniami. Tworzą wilgotne środowisko w ranie dzięki czemu przyspieszją jej gojenie.</p>
	
			

		</div>","Plaster MATOPAT, Happy Tattoo, 12 sztuk",https://www.aptekagemini.pl/product/image/121102/1513071276apteka_internetowa_gemini_plaster_matopat_happy_tattoo_12_sztuk.jpg,"Plaster MATOPAT, Happy Tattoo, 12 sztuk"
1,"ISIS Pharma Vitiskin, hydrożel likwidujący odbarwienia skóry, 50ml",Dermokosmetyki do ciała;odbarwienia skóry,150.29,ISIS PHARMA,300,<span>Dermokosmetyk</span>,"<div class=""pw_description"" itemprop=""description"">
			<h2 class=""h2_title"">ISIS Pharma Vitiskin, hydrożel likwidujący odbarwienia skóry, 50ml - opis produktu</h2>

			
		<p>
			Vitiskin to pierwszy hydrożel, którego skuteczność działania została potwierdzona klinicznie, metodą podwójnie ślepej próby przy użyciu placebo.<br>
			<br>
			SOD (DISMUTIN – BT, dysmutaza ponadtlenkowa) działanie przeciwzapalne, przeciwdziała powstawaniu wolnych rodników. DISMUTIN –BT to najbardziej zagęszczona i najczystsza dysmutaza ponadtlenkowa. Stężenie nawet 50 mln jednostek na litr pozwala jej osiągnąć optymalne działanie. Trwałość i skuteczność tej dysmutazy zostały przebadane klinicznie, in vitro i in vivo. Jest to jeden z najszybciej działających i najbardziej trwałych enzymów naturalnych. Eliminuje rodniki nadtlenkowe, a jednocześnie sam się nie rozpada w tej reakcji. Miedź (Cu), cynk (Zn) – kofaktory tyrozynazy, Witamina B12 i Pantotenian Wapnia - biorą udział w syntezie melaniny. Mechanizm działania tych połączonych składników umożliwia przywrócenie właściwego metabolizmu w komórkach skóry, zwiększenie ilości aktywnych melanocytów.<br>
			<br>
			<strong>Wskazania:</strong> bielactwo, mlecznobiałe plamy, odbarwienia  na skórze.<br>
			<br>
			<strong>Sposób użycia: </strong>aplikacja rano i wieczorem. Zalecane stosowanie w połaczeniu z fototerapią (PUVA, UVB).<br>
			<br>
			<strong>Składniki aktywne:</strong> SOD (DISMUTIN – BT, dysmutaza ponadtlenkowa), Miedź (Cu), cynk (Zn) – kofaktory tyrozynazy, Witamina B12 i Pantotenian Wapnia.</p>
	
			

		</div>","ISIS Pharma Vitiskin, hydrożel likwidujący odbarwienia skóry, 50ml",https://www.aptekagemini.pl/product/image/74144/1517912246apteka_internetowa_gemini_isis_pharma_vitiskin_hydro-el_likwiduj-cy_odbarwienia_sk-ry_50ml.jpg,"ISIS Pharma Vitiskin, hydrożel likwidujący odbarwienia skóry, 50ml"
